Temperature,Solar radiation,PV power,Day sin,Day cos
6.985,107.72500000000001,3.18,0.7071067811912334,-0.7071067811818617
6.98,98.45,5.23,0.5000000000103098,-0.8660254037784862
7.3125,175.5,2.01,0.25881904510506176,-0.9659258262883874
7.080000000000001,60.725,1.31,7.908521320511256e-12,-1.0
6.0125,44.25,1.72,-0.2588190450897837,-0.9659258262924811
5.09,65.125,2.17,-0.4999999999966118,-0.8660254037863948
5.1425,77.55,3.8,-0.7071067811800491,-0.7071067811930459
5.37,107.875,5.95,-0.8660254037844806,-0.4999999999999274
5.6275,113.25,3.05,-0.9659258262877239,-0.2588190451075378
5.6225,41.699999999999996,0.0355,-1.0,-1.0471865472105775e-11
5.0525,1.4624999999999997,0.0,-0.9659258262893783,0.2588190451013638
4.944999999999999,0.0,0.0,-0.8660254037876765,0.4999999999943919
4.8075,0.0,0.0,-0.7071067811948585,0.7071067811782366
4.56,0.0,0.0,-0.5000000000021473,0.8660254037831989
4.239999999999999,0.0,0.0,-0.2588190451100138,0.9659258262870606
4.194999999999999,0.0,0.0,-1.3035209623700293e-11,1.0
4.2225,0.0,0.0,0.25881904509888776,0.9659258262900418
3.9425000000000003,0.0,0.0,0.499999999992172,0.8660254037889582
4.005,0.0,0.0,0.7071067811867137,0.7071067811863814
3.9825,0.0,0.0,0.8660254037819172,0.5000000000043672
3.67,0.0,0.0,0.9659258262863971,0.25881904511248977
3.8874999999999997,0.0,0.0965,1.0,1.0466385469279599e-12
3.9599999999999995,2.195,0.739,0.9659258262907052,-0.25881904509641174
4.1225,23.8,1.26,0.8660254037902398,-0.49999999998995204
4.31,35.475,2.6,0.7071067811881939,-0.7071067811849011
4.3325,70.25,4.02,0.5000000000065872,-0.8660254037806355
4.6425,98.75,5.55,0.2588190451149658,-0.9659258262857336
4.5575,115.95,10.1,3.6099826985224788e-12,-1.0
5.125,299.5,12.4,-0.2588190450939358,-0.9659258262913686
5.2475,256.25,5.24,-0.5000000000003345,-0.8660254037842455
5.265,176.5,4.38,-0.7071067811830886,-0.7071067811900065
4.695,94.02499999999999,3.58,-0.8660254037793539,-0.5000000000088071
4.4125000000000005,73.5,0.849,-0.9659258262888365,-0.2588190451033857
3.86,24.150000000000002,0.0345,-1.0,-6.173326850116998e-12
3.355,1.4624999999999997,0.0,-0.965925826292032,0.25881904509145975
3.3925,0.0,0.0,-0.8660254037855272,0.49999999999811456
3.3725,0.0,0.0,-0.707106781191819,0.707106781181276
3.34,0.0,0.0,-0.500000000011027,0.8660254037780722
3.43,0.0,0.0,-0.25881904510586173,0.965925826288173
3.49,0.0,0.0,-8.736671001711517e-12,1.0
3.2575,0.0,0.0,0.2588190451030398,0.9659258262889292
2.9875000000000003,0.0,0.0,0.4999999999958946,0.8660254037868089
2.605,0.0,0.0,0.7071067811794635,0.7071067811936316
2.38,0.0,0.0,0.8660254037840664,0.5000000000006446
2.31,0.0,0.0,0.9659258262875097,0.2588190451083377
1.9475,0.0,0.29,1.0,1.1300015153306036e-11
1.71,10.9625,1.76,0.9659258262895927,-0.25881904510056386
2.4125,104.55,5.88,0.8660254037880906,-0.4999999999936747
3.27,263.0,11.1,0.7071067811954441,-0.7071067811776509
3.845,386.75,15.3,0.5000000000028645,-0.8660254037827848
4.1025,477.25,18.1,0.2588190451108137,-0.9659258262868462
4.5175,512.5,19.4,-6.885559234662979e-13,-1.0
5.185,497.75,18.0,-0.25881904509808784,-0.9659258262902561
5.4975,455.5,16.8,-0.4999999999914548,-0.8660254037893722
5.7075,379.0,14.9,-0.7071067811861281,-0.7071067811869669
5.815,314.25,10.0,-0.8660254037815032,-0.5000000000050844
5.695,168.0,3.52,-0.9659258262861827,-0.25881904511328974
4.9375,36.949999999999996,0.0561,-1.0,-1.8747882281282207e-12
3.375,1.4624999999999997,0.0,-0.9659258262909195,0.2588190450956118
2.4274999999999998,0.0,0.0,-0.866025403790654,0.49999999998923483
2.1599999999999997,0.0,0.0,-0.7071067811887795,0.7071067811843156
1.7825,0.0,0.0,-0.5000000000073044,0.8660254037802215
1.4275,0.0,0.0,-0.25881904510170967,0.9659258262892856
1.115,0.0,0.0,-4.43813237972274e-12,1.0
0.7999999999999999,0.0,0.0,0.25881904509313586,0.965925826291583
0.60875,0.0,0.0,0.49999999999961725,0.8660254037846596
0.93,0.0,0.0,0.707106781182503,0.707106781190592
1.5175,0.0,0.0,0.8660254037789398,0.5000000000095243
1.86,0.0,0.0,0.9659258262886222,0.25881904510418563
2.1175,0.0,0.354,1.0,7.0014765313172585e-12
2.3425,14.270000000000001,1.93,0.9659258262922464,-0.25881904509065984
3.1425,66.95,3.4,0.8660254037859413,-0.49999999999739736
3.8974999999999995,120.125,4.5,0.7071067811924046,-0.7071067811806905
4.44,171.25,6.17,0.49999999999914185,-0.8660254037849341
4.825,200.75,6.45,0.25881904510666165,-0.9659258262879588
5.305000000000001,275.75,3.49,9.564820682911778e-12,-1.0
5.08,114.5,1.65,-0.2588190451022399,-0.9659258262891436
5.16,50.125,1.69,-0.4999999999951774,-0.8660254037872229
5.2875,40.65,0.809,-0.7071067811788779,-0.7071067811942172
5.3825,23.400000000000002,0.63,-0.8660254037836524,-0.5000000000013618
5.36,21.599999999999998,0.242,-0.9659258262872953,-0.25881904510913767
5.3,9.5025,0.0113,-1.0,-1.2128164834506296e-11
5.55,0.0,0.0,-0.9659258262898069,0.2588190450997639
5.8675,0.0,0.0,-0.8660254037885047,0.4999999999929575
5.8675,0.0,0.0,-0.70710678118574,0.7071067811873551
5.5025,0.0,0.0,-0.5000000000035817,0.8660254037823708
5.435,0.0,0.0,-0.25881904511161363,0.9659258262866318
5.544999999999999,0.0,0.0,-1.3959375773396304e-13,1.0
5.385000000000001,0.0,0.0,0.2588190450972879,0.9659258262904704
4.7775,0.0,0.0,0.4999999999907376,0.8660254037897863
4.2,0.0,0.0,0.7071067811855426,0.7071067811875525
3.845,0.0,0.0,0.866025403781089,0.5000000000058016
4.3775,0.0,0.0,0.9659258262859685,0.25881904511408965
4.8525,0.0,0.175,1.0,2.702937909328482e-12
4.755,4.3875,1.04,0.9659258262911339,-0.2588190450948119
4.9525,32.2,2.1,0.866025403791068,-0.4999999999885177
5.435,57.074999999999996,3.35,0.7071067811893651,-0.7071067811837299
6.1475,79.425,2.34,0.5000000000080216,-0.8660254037798074
6.3825,62.925000000000004,2.6,0.2588190451025096,-0.9659258262890713
6.612500000000001,69.14999999999999,3.51,5.266282060923001e-12,-1.0
6.62,70.25,3.22,-0.2588190450923359,-0.9659258262917974
6.6325,63.275,2.03,-0.49999999999890005,-0.8660254037850736
6.59,55.25,1.4,-0.7071067811819174,-0.7071067811911776
6.390000000000001,35.125,0.679,-0.8660254037785258,-0.5000000000102415
6.5375000000000005,25.974999999999998,0.199,-0.9659258262884078,-0.2588190451049856
6.6225,8.77,0.00923,-1.0,-7.82962621251752e-12
6.325,0.0,0.0,-0.9659258262924607,0.2588190450898599
6.2925,0.0,0.0,-0.8660254037863554,0.49999999999668016
6.3725,0.0,0.0,-0.7071067811929902,0.7071067811801048
6.6375,0.0,0.0,-0.49999999999985906,0.86602540378452
6.785,0.0,0.0,-0.25881904510746157,0.9659258262877444
6.54,0.0,0.0,-1.0392970364112039e-11,1.0
6.3425,0.0,0.0,0.25881904510144,0.9659258262893579
6.1125,0.0,0.0,0.4999999999944602,0.866025403787637
6.2175,0.0,0.0,0.7071067811782923,0.7071067811948027
5.8975,0.0,0.0,0.8660254037832383,0.500000000002079
5.53,0.0,0.0058099999999999,0.9659258262870809,0.2588190451099376
5.364999999999999,0.0,0.475,1.0,1.2956314515706557e-11
5.075,19.0325,2.1,0.9659258262900213,-0.258819045098964
5.982500000000001,131.75,6.06,0.8660254037889187,-0.4999999999922403
7.670000000000001,270.25,8.58,0.7071067811863255,-0.7071067811867695
7.982500000000001,302.5,6.16,0.5000000000042989,-0.8660254037819567
7.8425,182.75,5.76,0.2588190451124136,-0.9659258262864175
7.625,164.75,6.56,9.67743438934224e-13,-1.0
7.8325,202.5,8.4,-0.25881904509648795,-0.9659258262906848
8.4325,229.0,7.77,-0.49999999999002037,-0.8660254037902004
8.4625,209.0,5.32,-0.707106781184957,-0.7071067811881381
7.8500000000000005,169.5,1.89,-0.866025403780675,-0.5000000000065188
7.2175,77.25,0.447,-0.9659258262857541,-0.25881904511488957
6.4925,24.875,0.0341,-1.0,-3.5310875905287427e-12
5.982499999999999,1.4624999999999997,0.0,-0.9659258262913482,0.258819045094012
6.1375,0.0,0.0,-0.8660254037842061,0.5000000000004028
6.345,0.0,0.0,-0.7071067811899506,0.7071067811831444
6.705000000000001,0.0,0.0,-0.5000000000087388,0.8660254037793933
6.9025,0.0,0.0,-0.2588190451033095,0.9659258262888569
7.0925,0.0,0.0,-6.0944317421232616e-12,1.0
7.1825,0.0,0.0,0.25881904509153597,0.9659258262920116
7.0825,0.0,0.0,0.49999999999818284,0.8660254037854878
6.7475,0.0,0.0,0.7071067811813319,0.7071067811917632
6.44,0.0,0.0,0.8660254037781117,0.5000000000109587
6.3,0.0,0.0,0.9659258262881935,0.2588190451057855
6.2425,0.0,0.209,1.0,8.657775893717781e-12
5.8999999999999995,6.227499999999999,0.801,0.9659258262889088,-0.25881904510311604
5.194999999999999,27.8,1.17,0.8660254037867694,-0.49999999999596295
5.2075,40.975,2.32,0.7071067811935757,-0.7071067811795193
5.735,76.85000000000001,7.04,0.5000000000005762,-0.866025403784106
6.3275,171.5,7.93,0.2588190451082615,-0.9659258262875301
6.2925,204.5,7.03,1.12211200453123e-11,-1.0
6.0275,168.75,8.64,-0.25881904510064,-0.9659258262895722
6.4025,227.25,9.78,-0.499999999993743,-0.8660254037880512
7.395,252.25,10.3,-0.7071067811777068,-0.7071067811953883
7.239999999999999,221.5,7.67,-0.8660254037828243,-0.5000000000027962
7.609999999999999,153.5,1.92,-0.9659258262868666,-0.2588190451107375
7.267500000000001,49.400000000000006,0.052,-1.0,7.674510314600339e-13
6.3,3.6575,0.0,-0.9659258262902357,0.25881904509816406
6.1499999999999995,0.0,0.0,-0.8660254037893328,0.4999999999915231
5.7775,0.0,0.0,-0.7071067811869112,0.7071067811861839
5.4175,0.0,0.0,-0.5000000000050161,0.8660254037815426
4.97,0.0,0.0,-0.2588190451132135,0.9659258262862032
4.36,0.0,0.0,-1.7958931201344848e-12,1.0
3.99,0.0,0.0,0.25881904509568804,0.9659258262908991
3.8175000000000003,0.0,0.0,0.49999999998930317,0.8660254037906144
3.4725,0.0,0.0,0.7071067811843713,0.7071067811887237
3.3225,0.0,0.0,0.8660254037802609,0.500000000007236
3.1058333333333334,0.0,0.00787,0.965925826289306,0.25881904510163345
3.0725,0.7325,0.346,1.0,4.359237271729004e-12
3.2325,13.527499999999998,1.9,0.9659258262915625,-0.258819045093212
3.5225000000000004,68.8,4.8,0.8660254037846202,-0.4999999999996856
4.2075000000000005,163.75,5.27,0.7071067811905363,-0.7071067811825588
4.6075,184.25,5.58,0.5000000000094559,-0.8660254037789793
4.735,189.5,6.5,0.2588190451041094,-0.9659258262886427
4.7925,216.75,9.2,6.922581423323522e-12,-1.0
5.0475,260.0,17.7,-0.25881904509073606,-0.965925826292226
5.82,412.0,18.0,-0.4999999999974657,-0.8660254037859019
6.0925,385.25,14.7,-0.7071067811807462,-0.7071067811923488
6.142500000000001,320.75,9.79,-0.8660254037849735,-0.4999999999990735
5.8175,183.25,3.58,-0.9659258262879792,-0.25881904510658543
4.8225,63.300000000000004,0.0984,-1.0,-9.485925574918042e-12
3.9825,5.1125,0.0,-0.9659258262891232,0.2588190451023161
3.6425,0.0,0.0,-0.8660254037871835,0.49999999999524575
3.59,0.0,0.0,-0.7071067811941614,0.7071067811789337
3.6650000000000005,0.0,0.0,-0.5000000000012934,0.8660254037836919
3.985,0.0,0.0,-0.25881904510906145,0.9659258262873157
4.1225,0.0,0.0,-1.204926972651256e-11,1.0
3.9499999999999997,0.0,0.0,0.2588190450998401,0.9659258262897865
3.9225,0.0,0.0,0.4999999999930258,0.8660254037884652
3.545,0.0,0.0,0.7071067811771211,0.7071067811959739
3.2225,0.0,0.0,0.8660254037824102,0.5000000000035134
3.03,0.0,0.00981,0.9659258262866522,0.2588190451115374
3.01,0.0,0.525,1.0,6.0698649740227e-14
2.9475,17.9525,1.78,0.96592582629045,-0.2588190450973641
2.9949999999999997,54.15,2.46,0.8660254037897468,-0.4999999999908059
2.57,60.375,3.83,0.7071067811874967,-0.7071067811855983
2.6275,91.075,6.17,0.5000000000057333,-0.8660254037811286
3.14,126.75,10.3,0.25881904511401344,-0.9659258262859889
3.92,206.75,12.4,2.6240428013347458e-12,-1.0
4.9275,291.75,13.2,-0.2588190450948881,-0.9659258262911135
5.390000000000001,356.25,14.3,-0.49999999998858596,-0.8660254037910285
5.9225,383.5,14.2,-0.7071067811837858,-0.7071067811893093
5.922499999999999,331.0,10.2,-0.8660254037798468,-0.5000000000079532
6.1175,192.75,2.94,-0.9659258262890917,-0.25881904510243336
5.805,49.395,0.0612,-1.0,-5.187386952929265e-12
3.8349999999999995,2.195,0.0,-0.9659258262917769,0.2588190450924121
3.3125,0.0,0.0,-0.8660254037850342,0.4999999999989684
2.8475,0.0,0.0,-0.7071067811911218,0.7071067811819732
2.5325,0.0,0.0,-0.5000000000101731,0.8660254037785652
2.57,0.0,0.0,-0.2588190451049094,0.9659258262884283
2.485,0.0,0.0,-7.750731104523784e-12,1.0
1.9425,0.0,0.0,0.2588190450899361,0.9659258262924403
2.1575,0.0,0.0,0.4999999999967485,0.8660254037863159
2.0325,0.0,0.0,0.7071067811801607,0.7071067811929345
2.275,0.0,0.0,0.8660254037845595,0.4999999999997907
3.1750000000000003,0.0,0.00947,0.9659258262877648,0.25881904510738535
3.09,0.0,0.614,1.0,1.0314075256118302e-11
3.33,27.462500000000002,2.65,0.9659258262893374,-0.25881904510151615
3.7975,125.175,6.65,0.8660254037875976,-0.49999999999452854
4.5275,282.75,11.1,0.7071067811947469,-0.7071067811783481
5.155,382.25,13.9,0.5000000000020106,-0.8660254037832777
5.9975,440.75,11.9,0.25881904510986137,-0.9659258262871013
6.12,220.5,12.5,1.2877419407712821e-11,-1.0
6.3075,383.25,8.24,-0.2588190450990402,-0.9659258262900009
6.505,236.75,10.4,-0.4999999999923086,-0.8660254037888793
6.605,248.75,9.83,-0.7071067811868254,-0.7071067811862698
6.53,312.5,3.23,-0.8660254037819961,-0.5000000000042306
5.675,97.575,1.01,-0.965925826286438,-0.2588190451123374
5.12,44.625,0.0475,-1.0,-8.88848330940488e-13
3.7449999999999997,3.6575,0.0,-0.9659258262906644,0.25881904509656417
2.7575000000000003,0.0,0.0,-0.8660254037901609,0.4999999999900887
2.29,0.0,0.0,-0.7071067811880823,0.7071067811850127
1.8275,0.0,0.0,-0.5000000000064505,0.8660254037807145
1.3225,0.0,0.0,-0.25881904511481335,0.9659258262857745
1.08125,0.0,0.0,-3.4521924825350066e-12,1.0
0.38625,0.0,0.0,0.25881904509408815,0.9659258262913278
0.405,0.0,0.0,0.5000000000004711,0.8660254037841666
0.81625,0.0,0.0,0.7071067811832001,0.7071067811898949
1.715,0.0,0.0,0.8660254037794328,0.5000000000086704
2.0275,0.0,0.0233,0.9659258262888774,0.2588190451032333
2.8025,0.0,0.63,1.0,6.0155366341295255e-12
3.645,19.412499999999998,1.94,0.9659258262919912,-0.2588190450916122
4.545,42.1,2.56,0.8660254037854483,-0.4999999999982512
5.205,91.02499999999999,4.47,0.7071067811917074,-0.7071067811813876
5.392500000000001,110.55,5.14,0.5000000000108903,-0.8660254037781511
5.4925,126.5,4.47,0.2588190451057093,-0.9659258262882139
5.5825,117.0,5.16,8.578880785724045e-12,-1.0
5.6175,129.25,4.25,-0.25881904510319226,-0.9659258262888883
5.72,117.0,4.83,-0.4999999999960313,-0.86602540378673
5.954999999999999,122.0,3.58,-0.707106781179575,-0.70710678119352
6.267500000000001,127.95,1.69,-0.8660254037841454,-0.5000000000005079
6.2625,64.77499999999999,0.494,-0.9659258262875505,-0.2588190451081853
6.047499999999999,23.400000000000002,0.0351,-1.0,-1.1142224937318563e-11
5.927499999999999,2.195,0.0,-0.9659258262895518,0.25881904510071624
5.8875,0.0,0.0,-0.8660254037880116,0.49999999999381134
5.8875,0.0,0.0,-0.7071067811953325,0.7071067811777625
5.5125,0.0,0.0,-0.5000000000027278,0.8660254037828637
4.9925,0.0,0.0,-0.2588190451106613,0.9659258262868871
4.545,0.0,0.0,8.463461394537699e-13,1.0
4.2525,0.0,0.0,0.2588190450982402,0.9659258262902153
3.9149999999999996,0.0,0.0,0.49999999999159145,0.8660254037892934
3.7475,0.0,0.0,0.7071067811862397,0.7071067811868553
4.125,0.0,0.0,0.866025403781582,0.5000000000049477
3.545,0.0,0.0358,0.9659258262862236,0.2588190451131373
3.115,0.7325,0.612,1.0,1.7169980121407489e-12
2.815,27.444999999999997,2.4,0.9659258262908786,-0.25881904509576426
3.3800000000000003,95.97500000000001,5.33,0.866025403790575,-0.4999999999893715
4.4624999999999995,163.5,8.07,0.7071067811886679,-0.7071067811844272
5.8999999999999995,235.75,7.99,0.5000000000071677,-0.8660254037803004
6.8075,246.0,7.45,0.25881904510155723,-0.9659258262893264
7.6225,228.5,5.52,4.280342163735268e-12,-1.0
7.3775,196.75,4.99,-0.25881904509328824,-0.9659258262915421
7.315,182.25,4.18,-0.4999999999997539,-0.8660254037845807
7.3425,159.25,5.18,-0.7071067811826146,-0.7071067811904804
7.11,159.75,4.18,-0.8660254037790187,-0.5000000000093876
7.165,115.625,2.13,-0.965925826288663,-0.25881904510403325
6.5925,49.400000000000006,0.319,-1.0,-6.843686315329786e-12
5.77,8.0525,0.0,-0.9659258262922056,0.25881904509081227
5.355,0.0,0.0,-0.8660254037858623,0.499999999997534
5.3525,0.0,0.0,-0.707106781192293,0.7071067811808021
5.8775,0.0,0.0,-0.4999999999990052,0.866025403785013
6.202500000000001,0.0,0.0,-0.2588190451065092,0.9659258262879996
6.1125,0.0,0.0,-9.407030466924306e-12,1.0
5.96,0.0,0.0,0.25881904510239234,0.9659258262891027
5.57,0.0,0.0,0.4999999999953141,0.8660254037871441
5.295,0.0,0.0,0.7071067811789895,0.7071067811941055
5.4325,0.0,0.0,0.8660254037837313,0.5000000000012251
5.2875000000000005,0.0,0.0277,0.9659258262873361,0.25881904510898524
5.145,0.7325,0.597,1.0,1.1970374618518824e-11
5.1475,27.069999999999997,2.22,0.9659258262897662,-0.2588190450999163
5.7,102.97500000000001,6.28,0.8660254037884257,-0.49999999999309414
6.829999999999999,265.25,11.6,0.7071067811959182,-0.707106781177177
7.705000000000001,425.0,12.6,0.500000000003445,-0.8660254037824496
8.36,452.25,18.5,0.25881904511146125,-0.9659258262866727
9.1125,517.5,20.1,-1.8196458253509014e-14,-1.0
9.415000000000001,517.75,19.9,-0.2588190450974403,-0.9659258262904296
9.4375,481.5,18.1,-0.49999999999087424,-0.8660254037897074
9.0175,390.25,15.0,-0.7071067811856542,-0.707106781187441
8.825,335.5,9.61,-0.866025403781168,-0.5000000000056649
8.525,196.5,3.42,-0.9659258262860092,-0.2588190451139372
7.735,58.550000000000004,0.208,-1.0,-2.5451476933410097e-12
7.4225,8.0525,0.0,-0.965925826291093,0.25881904509496434
7.23,0.0,0.0,-0.8660254037909891,0.4999999999886543
7.0925,0.0,0.0,-0.7071067811892535,0.7071067811838415
6.7375,0.0,0.0,-0.5000000000078849,0.8660254037798863
