Temperature,Wind speed,Wind power,Day sin,Day cos
0.16886856368563682,0.24966686856450637,0.21594594594594596,0.6294095225510438,0.9829629131445922
0.15901084010840105,0.19097516656571775,0.08405405405405406,0.7499999999975204,0.9330127018936509
0.14356368563685634,0.11102362204724409,0.08756756756756758,0.8535533905893832,0.8535533905971644
0.1287262872628726,0.08358570563294974,0.12945945945945947,0.9330127018917868,0.7500000000007492
0.1287262872628726,0.09666868564506359,0.09621621621621622,0.9829629131436273,0.629409522554645
0.14979674796747966,0.07858873410054514,0.15216216216216216,1.0,0.500000000006143
0.1748644986449864,0.11838279830405815,0.26756756756756755,0.9829629131449239,0.37059047745019424
0.20745257452574523,0.22513628104179287,0.4189189189189189,0.9330127018942918,0.2500000000035896
0.23367208672086717,0.298182919442762,0.6189189189189189,0.8535533905929258,0.14644660940637827
0.2535230352303523,0.36014536644457906,0.6621621621621622,0.7500000000018592,0.06698729810885407
0.26463414634146337,0.39357964869775897,0.7216216216216216,0.629409522555883,0.017037086856704464
0.2779132791327913,0.40539067231980624,0.47027027027027024,0.5000000000001487,0.0
0.2731029810298103,0.41465778316172025,0.4837837837837837,0.37059047745143225,0.017037086854744365
0.2750677506775067,0.384312537855845,0.3081081081081081,0.2500000000046996,0.06698729810506737
0.2613143631436314,0.34887946698970324,0.33513513513513515,0.1464466094072845,0.14644660940616794
0.25955284552845526,0.35251362810417924,0.327027027027027,0.06698729810949489,0.24999999999703088
0.2640243902439024,0.331435493640218,0.527027027027027,0.0170370868570362,0.370590477442879
0.2676151761517615,0.2883706844336766,0.6324324324324324,0.0,0.49999999999856964
0.2784552845528455,0.31162931556632345,0.7756756756756756,0.01703708685441263,0.6294095225473297
0.29071815718157173,0.33797698364627504,0.8540540540540541,0.06698729810806453,0.7500000000004916
0.2922764227642276,0.3717746820109025,0.9297297297297297,0.14644660940526166,0.8535533905918092
0.2893631436314362,0.39412477286493036,0.9837837837837837,0.24999999999592093,0.9330127018898642
0.29234417344173436,0.43428225317989105,0.9567567567567568,0.370590477448669,0.9829629131445152
0.2942411924119241,0.4497274379164143,0.8729729729729729,0.49999999999728795,1.0
0.2936314363143631,0.3959418534221684,0.8378378378378378,0.6294095225460917,0.982962913145919
0.2857723577235772,0.3804966686856451,0.9513513513513514,0.7499999999993817,0.9330127018925762
0.28902439024390236,0.40884312537855844,0.8945945945945947,0.853553390590903,0.8535533905956446
0.2844850948509484,0.43464566929133863,0.827027027027027,0.9330127018892234,0.7500000000051891
0.26172086720867205,0.44754694124772865,0.8837837837837839,0.9829629131441835,0.629409522552569
0.26219512195121947,0.46971532404603267,0.927027027027027,1.0,0.5000000000039937
0.27391598915989157,0.4820714718352514,0.8864864864864864,0.9829629131462507,0.3705904774551463
0.2779132791327913,0.452816474863719,0.8702702702702704,0.9330127018932171,0.2500000000017283
0.28895663956639567,0.46971532404603267,0.7702702702702703,0.8535533905965509,0.14644660941000337
0.2999322493224931,0.42665051483949124,0.835135135135135,0.7499999999999978,0.06698729810777942
0.3012195121951219,0.4835251362810418,0.8540540540540541,0.629409522553807,0.017037086856148242
0.3144986449864498,0.5236826165960025,0.7891891891891891,0.5000000000052753,0.0
0.32032520325203245,0.46317383403997575,0.8243243243243243,0.37059047744935625,0.017037086855300643
0.340040650406504,0.5066020593579649,0.8108108108108109,0.2500000000028382,0.06698729810614201
0.3396341463414633,0.4490006056935191,0.8027027027027027,0.14644660941090965,0.14644660940254284
0.33672086720867206,0.4582677165354331,0.8621621621621621,0.06698729810842025,0.24999999999889222
0.3319783197831978,0.42210781344639614,0.9378378378378379,0.01703708685647992,0.370590477444955
0.3282520325203252,0.4473652331920049,0.9513513513513514,0.0,0.49999999999344297
0.320460704607046,0.4847970926711084,0.9621621621621622,0.017037086854968908,0.6294095225494057
0.32276422764227636,0.49242883101150814,0.9513513513513514,0.06698729810550119,0.7499999999960518
0.3216124661246612,0.48279830405814655,0.9162162162162162,0.14644660940678145,0.853553390593329
0.3111788617886178,0.5202301635372502,0.8648648648648649,0.24999999999778222,0.9330127018909389
0.30514905149051486,0.5069654754694125,0.8864864864864864,0.370590477443717,0.9829629131431883
0.30060975609756097,0.4675348273773471,0.8216216216216216,0.49999999999943723,1.0
0.2915311653116531,0.41211387038158687,0.5972972972972973,0.6294095225481677,0.9829629131453628
0.2869918699186991,0.4104784978800727,0.5027027027027028,0.7499999999949418,0.9330127018951396
